FLNRORD Forest Analysis and Inventory Branch TIPSY Version 4.4
PROJECT : Donna_Creek                        SINDEX Version 1.52

STAND
  GEOGRAPHY: Northern Interior/Mackenzie/SBS/16% Slope
  ESTABLISHMENT: Regen delay = 0; Target Density = 780 trees/ha (Natural)
  OPERATIONAL YIELD ADJUSTMENTS:
    OAF 1                     Age:       0.0   100.0 300.0
                              Factor:    0.85  0.85  0.85 
    OAF 2                     Age:       0.0   100.0 300.0
                              Factor:    1.00  0.95  0.85 
    Combined Operational Yield Adjustment @ 100 years: 0.81

SPECIES
 79% LODGEPOLE PINE; Site Index = 15.26
  Site curve: *Nigh (2017)
  Top Ht @ bh age 50 (m) = 15.31 (base)

 21% WHITE SPRUCE; Site Index = 10.74
  Site curve: *Goudie (1984ac) (natural)
  Top Ht @ bh age 50 (m) = 10.74 (base)



 Multiple Species option aggregates pure stands for forest-level planning.
 It is NOT VALID for mixed-species SILVICULTURAL applications.
----------------------------------------------------------------------------------------------
                                  MANAGED STAND YIELD TABLE

             |   Volume  |    MAI   |   BA  | DBHg| Trees|  CC |  Volume  |   DBHg   |   LC   
             |  (m3/ha)  |(m3/ha/yr)|(m2/ha)| (cm)|(#/ha)| (%) |  (m3/ha) |   (cm)   |   (%)  
             |-----------|----------|-------|-----|------|-----|----------|----------|--------
 TIPSY   Site|           |          |       |     |      |     |   Crop   |   Crop   | Prime  
  Age      Ht|Gross Merch| Merch    |       |     |      | All |Max 250/ha|Max 250/ha|  250   
  (yr)    (m)| 0.0+ 12.5+| 12.5+    | 0.0+  | 0.0+|  0.0+|Trees|   12.5+  |   12.5+  |trees/ha
----------------------------------------------------------------------------------------------
  62.0 ,  14.8 ,   63 ,   44 ,  0.70 ,       10 ,   15.1 ,   574 ,   45 ,      34   ,    18.6   ,    78   ,
  63.0 ,  15.0 ,   66 ,   46 ,  0.73 ,       11 ,   15.4 ,   573 ,   46 ,      35   ,    18.9   ,    78   ,
  64.0 ,  15.2 ,   69 ,   49 ,  0.76 ,       11 ,   15.6 ,   572 ,   46 ,      37   ,    19.2   ,    78   ,
  65.0 ,  15.4 ,   72 ,   51 ,  0.79 ,       11 ,   15.9 ,   571 ,   47 ,      39   ,    19.6   ,    78   ,
  66.0 ,  15.6 ,   75 ,   54 ,  0.82 ,       12 ,   16.1 ,   570 ,   47 ,      41   ,    19.9   ,    78   ,
  67.0 ,  15.8 ,   78 ,   57 ,  0.84 ,       12 ,   16.4 ,   569 ,   48 ,      43   ,    20.2   ,    78   ,
  68.0 ,  16.0 ,   81 ,   59 ,  0.87 ,       12 ,   16.6 ,   569 ,   49 ,      45   ,    20.5   ,    78   ,
  69.0 ,  16.2 ,   84 ,   62 ,  0.89 ,       13 ,   16.8 ,   568 ,   49 ,      47   ,    20.8   ,    78   ,
  70.0 ,  16.3 ,   87 ,   64 ,  0.92 ,       13 ,   17.1 ,   567 ,   50 ,      49   ,    21.1   ,    78   ,
  71.0 ,  16.5 ,   89 ,   67 ,  0.94 ,       13 ,   17.3 ,   566 ,   50 ,      51   ,    21.4   ,    78   ,
  72.0 ,  16.7 ,   92 ,   69 ,  0.96 ,       14 ,   17.5 ,   565 ,   51 ,      52   ,    21.6   ,    78   ,
  73.0 ,  16.8 ,   95 ,   72 ,  0.99 ,       14 ,   17.7 ,   564 ,   51 ,      54   ,    21.8   ,    78   ,
  74.0 ,  17.0 ,   99 ,   75 ,  1.01 ,       14 ,   17.9 ,   563 ,   52 ,      55   ,    22.0   ,    78   ,
  75.0 ,  17.2 ,  102 ,   78 ,  1.04 ,       15 ,   18.2 ,   561 ,   52 ,      57   ,    22.2   ,    78   ,
  76.0 ,  17.3 ,  105 ,   81 ,  1.06 ,       15 ,   18.4 ,   560 ,   52 ,      59   ,    22.4   ,    77   ,
  77.0 ,  17.5 ,  108 ,   83 ,  1.08 ,       15 ,   18.6 ,   559 ,   53 ,      60   ,    22.5   ,    77   ,
  78.0 ,  17.7 ,  111 ,   86 ,  1.10 ,       15 ,   18.8 ,   558 ,   53 ,      62   ,    22.7   ,    77   ,
  79.0 ,  17.8 ,  114 ,   89 ,  1.12 ,       16 ,   19.0 ,   557 ,   53 ,      64   ,    22.9   ,    77   ,
  80.0 ,  18.0 ,  117 ,   91 ,  1.14 ,       16 ,   19.2 ,   555 ,   54 ,      65   ,    23.1   ,    77   ,
  81.0 ,  18.1 ,  120 ,   94 ,  1.16 ,       16 ,   19.4 ,   554 ,   54 ,      67   ,    23.2   ,    77   ,
  82.0 ,  18.3 ,  123 ,   97 ,  1.18 ,       17 ,   19.5 ,   553 ,   55 ,      68   ,    23.4   ,    76   ,
  83.0 ,  18.4 ,  126 ,   99 ,  1.20 ,       17 ,   19.7 ,   552 ,   55 ,      69   ,    23.6   ,    76   ,
  84.0 ,  18.6 ,  129 ,  102 ,  1.21 ,       17 ,   19.9 ,   551 ,   55 ,      71   ,    23.7   ,    76   ,
  85.0 ,  18.7 ,  132 ,  104 ,  1.23 ,       17 ,   20.1 ,   550 ,   56 ,      72   ,    23.9   ,    76   ,
  86.0 ,  18.8 ,  135 ,  107 ,  1.24 ,       18 ,   20.3 ,   549 ,   56 ,      74   ,    24.1   ,    76   ,
  87.0 ,  19.0 ,  138 ,  110 ,  1.26 ,       18 ,   20.5 ,   548 ,   56 ,      76   ,    24.3   ,    75   ,
  88.0 ,  19.1 ,  141 ,  113 ,  1.28 ,       18 ,   20.6 ,   547 ,   56 ,      77   ,    24.6   ,    75   ,
  89.0 ,  19.2 ,  144 ,  115 ,  1.30 ,       19 ,   20.8 ,   546 ,   57 ,      80   ,    24.8   ,    75   ,
  90.0 ,  19.4 ,  148 ,  118 ,  1.31 ,       19 ,   21.0 ,   545 ,   57 ,      82   ,    25.0   ,    75   ,
  91.0 ,  19.5 ,  151 ,  121 ,  1.33 ,       19 ,   21.2 ,   544 ,   57 ,      83   ,    25.2   ,    75   ,
  92.0 ,  19.6 ,  154 ,  123 ,  1.34 ,       19 ,   21.4 ,   543 ,   57 ,      86   ,    25.4   ,    74   ,
  93.0 ,  19.8 ,  157 ,  126 ,  1.36 ,       20 ,   21.5 ,   542 ,   58 ,      87   ,    25.6   ,    74   ,
  94.0 ,  19.9 ,  160 ,  129 ,  1.37 ,       20 ,   21.7 ,   541 ,   58 ,      89   ,    25.8   ,    74   ,
  95.0 ,  20.0 ,  162 ,  131 ,  1.38 ,       20 ,   21.9 ,   541 ,   58 ,      91   ,    26.0   ,    74   ,
  96.0 ,  20.1 ,  165 ,  134 ,  1.39 ,       21 ,   22.0 ,   540 ,   58 ,      93   ,    26.3   ,    74   ,
  97.0 ,  20.2 ,  168 ,  136 ,  1.41 ,       21 ,   22.2 ,   539 ,   59 ,      95   ,    26.5   ,    73   ,
  98.0 ,  20.4 ,  171 ,  139 ,  1.42 ,       21 ,   22.3 ,   538 ,   59 ,      97   ,    26.7   ,    73   ,
  99.0 ,  20.5 ,  174 ,  142 ,  1.43 ,       21 ,   22.5 ,   537 ,   59 ,      99   ,    26.9   ,    73   ,
 100.0 ,  20.6 ,  177 ,  144 ,  1.44 ,       22 ,   22.6 ,   536 ,   59 ,     101   ,    27.0   ,    73   ,
----------------------------------------------------------------------------------------------
